session_id,user_agent,ip_address,page_views,session_duration,avg_time_per_page,bounce_rate,scroll_depth,click_count,form_interactions,search_queries,request_frequency,javascript_enabled,cookie_enabled,screen_resolution,browser_language,referer_type,hour_of_day,day_of_week,time_between_clicks,page_load_time,unique_pages_visited,sequential_page_views,back_button_usage,tab_switches,copy_paste_events,is_bot
session_009915,python-requests/2.25.1,230.248.17.98,16,279,6.98,0.126,15.1,5,0,1,12.88,1,0,unknown,unknown,direct,6,4,850.0,741.0,10,0.827,0,0,0,1
session_009916,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,218.10.20.196,7,528,104.28,0.317,53.8,7,2,1,1.06,1,1,1366x768,fr-FR,search,20,4,4987.0,1021.0,3,0.591,4,1,2,0
session_009917,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,44.104.61.94,5,704,71.45,0.55,63.6,5,4,5,3.73,1,1,1920x1080,es-ES,referral,22,1,4428.0,1300.0,5,0.384,6,2,0,0
session_009918,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),220.195.200.64,4,580,93.78,0.675,64.6,8,0,2,1.31,0,1,1366x768,en-GB,direct,14,5,1048.0,1509.0,4,0.532,3,2,0,0
session_009919,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,161.169.190.70,9,612,60.35,0.612,67.1,7,1,1,3.6,1,1,1536x864,en-US,search,8,5,10270.0,1032.0,3,0.241,5,1,0,0
session_009920,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,146.155.21.213,6,186,78.54,0.395,59.5,6,2,3,0.82,1,1,375x667,de-DE,social,8,6,6446.0,1083.0,5,0.633,1,1,3,0
session_009921,python-requests/2.25.1,255.103.28.123,17,124,3.19,0.169,13.0,1,0,0,13.0,1,1,1024x768,en,referral,3,4,633.0,633.0,15,0.956,0,0,0,1
session_009922,Go-http-client/1.1,28.22.140.82,10,107,9.65,0.221,6.3,3,0,1,10.81,0,1,1024x768,,direct,8,5,335.0,858.0,10,0.806,0,0,0,1
session_009923,python-requests/2.25.1,225.179.112.165,14,179,6.18,0.199,26.5,1,0,1,14.91,0,0,1024x768,en,direct,19,7,677.0,794.0,14,0.849,0,0,0,1
session_009924,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),133.118.242.66,4,330,56.3,0.605,84.7,11,3,2,4.18,1,1,1536x864,de-DE,social,16,4,2587.0,1354.0,4,0.686,6,1,1,0
session_009925,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,35.187.194.218,4,870,84.78,0.404,51.5,15,4,2,1.55,1,1,1440x900,fr-FR,search,13,5,7248.0,1389.0,4,0.64,4,3,1,0
session_009926,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,53.53.153.195,9,351,70.79,0.784,85.5,8,3,0,1.98,1,1,1920x1080,de-DE,search,22,7,10811.0,2015.0,4,0.69,5,1,1,0
session_009927,Scrapy/2.5.1,249.134.166.37,21,183,6.21,0.169,12.3,1,0,0,12.89,0,1,1024x768,en,direct,14,2,204.0,751.0,10,0.961,0,0,0,1
session_009928,PostmanRuntime/7.26.8,136.21.142.107,19,169,10.13,0.226,0.9,3,0,1,12.44,0,0,unknown,unknown,direct,19,3,763.0,890.0,12,0.808,0,0,1,1
session_009929,PostmanRuntime/7.26.8,112.174.216.194,10,110,12.22,0.221,25.6,2,0,2,10.89,0,0,800x600,unknown,direct,17,5,391.0,410.0,8,0.936,0,0,0,1
session_009930,Scrapy/2.5.1,160.246.241.198,16,258,8.81,0.25,23.4,2,0,0,11.15,1,0,800x600,en,direct,4,2,621.0,943.0,11,0.95,1,0,0,1
session_009931,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),45.176.118.56,3,724,68.08,0.526,55.5,10,1,0,4.9,0,1,1366x768,pt-BR,social,11,2,10363.0,1469.0,3,0.538,0,0,1,0
session_009932,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,96.104.151.99,7,334,39.45,0.305,72.8,8,1,4,2.99,1,0,1440x900,en-GB,direct,15,7,2081.0,1362.0,4,0.315,0,3,1,0
session_009933,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),213.252.40.42,9,283,76.96,0.744,54.7,4,0,1,2.18,1,1,1440x900,en-US,search,17,7,10808.0,1069.0,7,0.24,9,2,0,0
session_009934,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),83.204.191.228,9,506,27.75,0.464,78.7,13,1,0,1.07,1,1,1536x864,en-US,direct,12,4,14378.0,1332.0,5,0.337,4,0,0,0
session_009935,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,155.217.235.232,4,488,84.27,0.771,72.4,13,5,1,3.84,1,1,375x667,de-DE,direct,10,7,11822.0,1633.0,4,0.244,3,2,0,0
session_009936,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,140.78.158.245,4,180,60.46,0.311,82.8,5,3,3,2.29,1,0,1536x864,es-ES,social,12,4,6523.0,805.0,4,0.593,5,1,2,0
session_009937,python-requests/2.25.1,17.228.72.75,9,194,8.62,0.144,3.1,3,0,0,8.71,0,1,0x0,,direct,3,7,299.0,737.0,9,0.889,1,0,0,1
session_009938,curl/7.68.0,113.57.165.173,16,369,11.79,0.209,2.7,1,0,1,16.03,0,0,unknown,en,direct,9,6,831.0,664.0,13,0.97,0,0,1,1
session_009939,python-requests/2.25.1,69.209.182.149,16,137,4.14,0.223,10.5,1,0,0,15.51,0,0,800x600,,direct,1,6,490.0,995.0,16,0.872,1,0,1,1
session_009940,curl/7.68.0,42.21.248.144,14,369,12.8,0.189,27.9,1,1,0,13.91,0,1,1024x768,,direct,21,7,710.0,1089.0,14,0.884,0,0,0,1
session_009941,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,121.71.227.249,2,30,66.89,0.443,46.5,9,1,3,0.52,1,1,1536x864,es-ES,direct,13,4,3191.0,580.0,2,0.307,4,3,1,0
session_009942,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,203.170.220.164,4,474,52.58,0.642,92.1,10,2,3,4.93,1,0,1920x1080,en-US,search,1,2,4611.0,1672.0,4,0.691,3,2,1,0
session_009943,Scrapy/2.5.1,146.162.214.13,17,226,8.6,0.286,21.9,0,0,3,11.63,0,0,unknown,unknown,direct,0,6,806.0,742.0,9,0.863,2,0,0,1
session_009944,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),139.208.16.78,5,403,55.26,0.669,47.6,9,2,1,2.56,1,1,1536x864,fr-FR,search,3,6,9943.0,1344.0,5,0.31,3,2,0,0
session_009945,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),64.35.92.28,4,550,38.19,0.764,57.7,10,2,0,4.74,1,1,1440x900,de-DE,search,9,7,5254.0,1078.0,4,0.406,3,4,2,0
session_009946,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,127.167.238.8,5,296,106.79,0.49,64.3,6,2,2,5.0,1,1,375x667,de-DE,direct,20,4,8313.0,902.0,2,0.618,1,2,1,0
session_009947,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,156.209.245.129,9,432,58.94,0.436,48.6,14,1,3,1.49,1,1,375x667,fr-FR,search,17,5,7126.0,1300.0,1,0.333,2,4,0,0
session_009948,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,112.105.92.82,6,705,31.53,0.729,70.8,6,2,1,1.36,1,1,1440x900,de-DE,social,16,6,12154.0,701.0,6,0.504,1,1,1,0
session_009949,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),64.73.110.142,5,807,65.2,0.624,68.7,7,4,2,3.35,1,1,1536x864,en-GB,search,20,5,5953.0,1751.0,2,0.626,3,2,2,0
session_009950,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,169.2.14.160,5,731,48.76,0.465,59.9,4,2,1,0.53,1,1,1366x768,fr-FR,search,21,3,5516.0,934.0,5,0.493,7,2,2,0
session_009951,Scrapy/2.5.1,128.48.155.204,16,64,0.5,0.102,26.4,1,0,2,17.71,0,1,0x0,,direct,8,4,217.0,515.0,12,0.958,2,0,0,1
session_009952,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,36.197.132.249,4,525,70.76,0.313,75.4,9,3,2,3.31,1,1,1440x900,es-ES,direct,14,6,7301.0,914.0,2,0.451,5,4,2,0
session_009953,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,60.108.5.234,9,342,59.44,0.536,78.7,9,0,0,4.59,1,1,375x667,fr-FR,direct,8,3,4810.0,1158.0,3,0.318,7,3,1,0
session_009954,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),123.81.249.212,2,610,108.17,0.314,42.9,8,3,1,3.58,1,1,375x667,fr-FR,search,16,1,6615.0,1563.0,2,0.422,1,1,0,0
session_009955,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,201.207.75.106,5,372,69.51,0.774,41.3,11,2,2,3.2,1,1,1440x900,en-GB,search,15,4,2603.0,889.0,3,0.525,5,2,3,0
session_009956,Go-http-client/1.1,121.80.201.197,15,226,8.82,0.148,11.1,0,1,0,10.58,0,1,1024x768,en,direct,12,7,804.0,960.0,8,0.978,0,0,0,1
session_009957,Go-http-client/1.1,85.183.153.167,15,244,10.17,0.286,27.9,2,0,1,8.6,0,1,unknown,unknown,direct,15,6,154.0,903.0,13,0.833,0,0,0,1
session_009958,Go-http-client/1.1,21.229.128.182,12,130,6.93,0.29,4.2,2,0,0,13.11,0,0,0x0,unknown,direct,9,2,280.0,675.0,10,0.906,0,0,0,1
session_009959,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,105.172.162.52,4,200,53.13,0.797,41.3,8,2,2,4.96,1,1,1536x864,pt-BR,search,0,7,1418.0,1304.0,4,0.334,2,1,1,0
session_009960,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),237.160.118.120,9,581,70.33,0.78,88.0,11,3,2,2.43,1,1,1536x864,de-DE,direct,2,3,12710.0,1320.0,1,0.463,1,2,0,0
session_009961,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,230.241.208.5,4,443,31.85,0.678,89.8,9,1,2,3.54,1,1,1536x864,en-GB,referral,20,3,11253.0,1343.0,4,0.231,2,1,1,0
session_009962,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,36.196.108.193,6,205,29.87,0.491,62.6,11,3,2,2.93,0,1,1920x1080,en-GB,direct,11,4,4659.0,1959.0,2,0.455,3,1,0,0
session_009963,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,159.149.36.225,6,274,101.61,0.781,75.6,5,2,1,2.42,1,1,1366x768,en-GB,search,15,6,8988.0,1528.0,4,0.542,5,2,0,0
session_009964,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,177.22.31.155,7,138,92.53,0.566,71.4,3,4,2,4.78,1,1,1920x1080,fr-FR,referral,13,6,9258.0,1825.0,4,0.473,3,0,2,0
session_009965,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,203.225.113.118,4,247,121.4,0.645,80.6,8,1,1,4.66,1,1,1440x900,es-ES,social,19,7,12554.0,1016.0,4,0.221,2,1,1,0
session_009966,python-requests/2.25.1,209.153.42.171,19,238,8.05,0.168,22.0,2,0,1,13.93,0,1,unknown,en,referral,19,6,836.0,688.0,19,0.862,0,0,0,1
session_009967,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,149.194.170.172,5,219,100.44,0.388,78.9,7,2,0,4.22,1,1,1920x1080,de-DE,social,13,2,12949.0,786.0,5,0.567,1,3,0,0
session_009968,Go-http-client/1.1,123.183.190.250,13,129,5.61,0.225,10.0,0,0,0,14.45,0,0,800x600,en,referral,22,6,240.0,788.0,11,0.986,0,0,0,1
session_009969,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,155.64.236.142,4,425,77.44,0.328,94.6,9,1,1,2.42,1,1,1366x768,de-DE,direct,10,6,14031.0,783.0,4,0.527,2,3,1,0
session_009970,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),214.140.27.183,4,457,50.01,0.784,73.7,14,2,2,1.06,1,1,375x667,de-DE,direct,9,4,6052.0,1215.0,4,0.465,3,1,3,0
session_009971,PostmanRuntime/7.26.8,132.111.231.243,21,166,7.18,0.226,26.7,3,0,0,19.13,0,1,800x600,,direct,12,2,956.0,627.0,11,0.869,0,0,0,1
session_009972,PostmanRuntime/7.26.8,151.218.235.114,14,163,9.63,0.104,25.2,1,0,1,16.74,0,1,800x600,,direct,3,7,876.0,608.0,13,0.97,0,0,0,1
session_009973,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,124.240.248.10,6,369,42.94,0.701,75.7,11,1,1,4.58,0,1,375x667,pt-BR,direct,20,3,12921.0,1601.0,6,0.374,4,2,3,0
session_009974,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,181.114.52.217,5,543,124.83,0.364,53.2,11,4,1,1.36,1,1,1440x900,en-GB,search,10,1,2712.0,1668.0,5,0.552,7,3,0,0
session_009975,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,31.37.114.188,8,393,65.01,0.377,58.6,10,3,1,1.06,1,1,1920x1080,es-ES,direct,20,5,11802.0,1505.0,7,0.609,2,1,0,0
session_009976,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,179.138.53.79,3,530,76.07,0.541,68.7,9,2,1,2.77,0,1,375x667,fr-FR,direct,18,5,11532.0,1056.0,3,0.226,8,1,1,0
session_009977,curl/7.68.0,156.189.70.28,11,64,9.88,0.238,18.5,2,0,0,10.93,0,0,0x0,unknown,direct,3,3,353.0,1039.0,11,0.994,0,0,0,1
session_009978,Go-http-client/1.1,112.141.77.120,7,220,8.53,0.263,14.7,1,0,0,18.66,0,0,1024x768,unknown,direct,5,5,293.0,662.0,7,0.827,0,0,0,1
session_009979,Go-http-client/1.1,199.64.51.79,18,282,15.01,0.214,13.1,1,0,1,15.47,0,0,800x600,,direct,19,7,143.0,484.0,14,0.96,0,0,0,1
session_009980,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,15.220.174.166,6,216,96.52,0.526,71.9,5,0,2,4.34,1,1,1920x1080,en-GB,social,12,4,7584.0,471.0,6,0.462,0,1,3,0
session_009981,curl/7.68.0,32.139.158.176,16,230,4.57,0.257,0.1,0,0,0,11.14,0,0,0x0,unknown,direct,11,1,388.0,1075.0,13,0.933,0,0,0,1
session_009982,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),104.132.65.137,6,42,123.36,0.467,50.2,8,1,2,3.97,1,1,375x667,fr-FR,social,17,6,7473.0,1661.0,4,0.275,5,1,2,0
session_009983,Go-http-client/1.1,153.140.114.24,19,136,3.53,0.155,19.0,0,0,0,18.99,0,1,unknown,unknown,direct,16,6,688.0,566.0,12,0.889,0,0,0,1
session_009984,curl/7.68.0,175.121.55.21,13,192,6.6,0.158,9.5,0,0,0,19.48,0,1,1024x768,,referral,6,2,497.0,496.0,10,0.991,0,0,0,1
session_009985,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,164.25.190.241,3,602,105.79,0.405,94.7,9,0,2,4.54,1,1,375x667,en-US,search,10,5,2648.0,1288.0,3,0.404,3,1,1,0
session_009986,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,55.155.253.230,7,341,37.5,0.601,88.4,4,3,1,1.93,1,1,1440x900,en-US,search,16,4,3824.0,1104.0,5,0.353,3,2,0,0
session_009987,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,133.145.20.50,11,874,49.09,0.365,74.1,6,1,6,4.54,1,1,375x667,de-DE,social,14,7,10226.0,1305.0,4,0.649,2,1,3,0
session_009988,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,252.212.206.26,8,809,10.0,0.348,46.7,10,4,2,2.53,1,1,1440x900,de-DE,direct,23,5,2879.0,913.0,5,0.317,2,2,0,0
session_009989,curl/7.68.0,247.136.190.54,15,150,7.04,0.164,0.7,2,0,0,12.26,0,0,1024x768,en,direct,1,5,924.0,999.0,9,0.985,0,0,0,1
session_009990,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,102.240.126.30,5,780,83.47,0.32,83.6,6,3,0,3.46,1,1,1366x768,de-DE,search,14,5,12567.0,1519.0,4,0.607,2,2,3,0
session_009991,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,182.234.155.161,4,357,50.54,0.754,79.7,6,1,2,1.0,1,1,1536x864,de-DE,referral,14,4,9319.0,987.0,3,0.385,5,0,2,0
session_009992,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,156.127.201.46,1,713,79.22,0.529,48.1,7,2,0,4.42,1,1,1366x768,fr-FR,search,16,4,14461.0,1026.0,1,0.666,3,1,1,0
session_009993,Go-http-client/1.1,206.55.112.190,15,198,3.68,0.159,10.7,1,0,1,14.09,0,0,unknown,en,direct,2,1,992.0,687.0,13,0.9,0,0,0,1
session_009994,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,120.26.5.170,7,512,82.58,0.781,58.6,11,3,0,3.43,1,1,375x667,fr-FR,search,20,2,10867.0,1217.0,7,0.416,4,4,1,0
session_009995,python-requests/2.25.1,244.20.201.50,17,189,11.53,0.267,20.0,2,0,0,11.4,1,1,unknown,en,direct,14,1,677.0,592.0,13,0.888,0,0,0,1
session_009996,Go-http-client/1.1,248.54.12.250,14,66,11.04,0.136,27.5,0,0,0,14.17,1,0,0x0,en,direct,21,6,746.0,672.0,12,0.856,0,0,0,1
session_009997,Go-http-client/1.1,51.75.81.222,12,183,9.95,0.27,6.7,0,0,0,15.21,0,0,unknown,,direct,10,7,192.0,678.0,6,0.98,0,0,0,1
session_009998,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,31.56.94.60,1,374,64.74,0.307,84.4,10,2,0,4.25,1,1,1366x768,en-GB,search,14,1,5751.0,1026.0,1,0.504,4,0,1,0
session_009999,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,43.236.231.185,6,523,50.24,0.325,60.7,5,2,0,1.34,1,1,1536x864,de-DE,search,6,3,3717.0,587.0,4,0.617,5,4,0,0
session_010000,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),230.19.34.72,5,661,115.4,0.568,43.3,4,1,0,2.75,1,1,1920x1080,en-US,social,9,3,1795.0,1806.0,4,0.24,5,2,1,0
session_010001,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,58.131.62.166,3,537,92.51,0.361,46.1,9,0,2,3.15,1,1,1366x768,en-US,direct,12,1,6952.0,519.0,3,0.369,3,1,0,0
session_010002,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,156.120.166.65,4,597,43.02,0.479,69.6,7,1,2,3.02,1,0,1440x900,en-GB,direct,16,1,9731.0,577.0,4,0.604,2,3,1,0
session_010003,Go-http-client/1.1,171.155.106.237,14,221,9.54,0.137,28.1,4,1,0,13.92,1,1,1024x768,,direct,4,6,861.0,723.0,14,0.968,2,0,0,1
session_010004,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,103.57.115.131,7,508,107.75,0.609,77.5,8,6,2,3.99,1,1,1366x768,en-US,referral,10,4,5225.0,1420.0,3,0.241,3,1,1,0
session_010005,Scrapy/2.5.1,124.27.37.163,8,128,7.46,0.161,0.0,1,0,0,9.18,0,0,0x0,,search,6,1,281.0,687.0,8,0.899,0,0,0,1
session_010006,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),144.50.195.184,5,212,10.0,0.785,82.4,9,2,5,2.24,1,1,1440x900,pt-BR,search,9,2,5039.0,1000.0,4,0.631,3,1,1,0
session_010007,PostmanRuntime/7.26.8,39.114.63.162,15,132,5.78,0.172,11.7,1,0,0,9.77,0,1,unknown,unknown,direct,14,1,978.0,795.0,9,0.996,0,0,0,1
session_010008,Go-http-client/1.1,72.145.133.232,9,196,11.71,0.171,8.2,0,0,1,14.44,0,0,800x600,en,search,8,4,968.0,1122.0,9,0.908,0,0,0,1
session_010009,Scrapy/2.5.1,187.159.111.130,18,219,9.96,0.199,15.0,2,0,1,17.73,0,1,1024x768,unknown,direct,6,5,632.0,1113.0,13,0.904,0,0,0,1
session_010010,curl/7.68.0,39.28.228.88,17,254,6.0,0.1,25.6,0,0,0,17.58,0,0,0x0,en,direct,8,5,256.0,831.0,15,0.877,0,0,0,1
session_010011,PostmanRuntime/7.26.8,222.131.183.176,13,161,5.71,0.201,0.6,2,1,0,15.32,1,1,unknown,,direct,12,4,466.0,665.0,9,0.928,0,0,0,1
session_010012,Scrapy/2.5.1,74.16.37.214,15,195,11.42,0.144,18.2,0,0,0,14.9,0,0,800x600,unknown,direct,18,3,696.0,633.0,12,0.999,0,0,0,1
session_010013,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,220.191.13.153,14,845,14.55,0.761,52.7,6,4,2,1.39,1,1,1536x864,en-GB,referral,17,2,1196.0,1476.0,4,0.411,2,0,0,0
session_010014,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),40.172.255.86,6,296,53.91,0.414,66.9,8,1,1,2.81,1,1,375x667,en-US,direct,12,2,3616.0,865.0,6,0.231,2,3,1,0
session_010015,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,129.155.61.107,8,651,10.0,0.325,65.2,11,1,2,4.36,1,1,375x667,es-ES,search,14,5,6868.0,1939.0,5,0.496,2,4,0,0
session_010016,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),121.1.21.244,5,404,78.78,0.691,81.0,5,2,1,4.5,1,1,1366x768,fr-FR,social,2,1,11856.0,965.0,4,0.295,5,1,2,0
session_010017,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,147.188.228.250,5,435,58.01,0.629,49.7,9,0,3,2.01,1,1,1536x864,es-ES,direct,20,3,10045.0,441.0,5,0.3,4,0,1,0
session_010018,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,55.255.216.111,2,581,44.78,0.455,94.3,11,0,2,1.49,1,1,1920x1080,es-ES,referral,11,6,5938.0,1359.0,2,0.599,2,3,0,0
session_010019,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,2.30.144.228,8,251,37.55,0.464,57.7,7,4,0,3.83,1,1,1920x1080,en-US,search,18,7,1407.0,1740.0,6,0.654,5,3,1,0
session_010020,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,48.187.173.191,9,719,78.41,0.633,44.2,7,3,2,4.71,1,1,1920x1080,fr-FR,social,10,6,4259.0,1507.0,6,0.551,3,1,0,0
session_010021,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,97.101.156.1,6,588,36.35,0.649,81.6,8,0,0,2.96,1,0,1920x1080,es-ES,search,15,1,1818.0,1258.0,5,0.467,2,1,0,0
session_010022,PostmanRuntime/7.26.8,162.51.48.188,18,164,10.3,0.15,6.6,4,0,0,17.38,0,0,1024x768,en,direct,5,2,149.0,1343.0,11,0.832,1,0,0,1
session_010023,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,191.227.7.235,5,670,90.55,0.478,68.8,11,2,0,2.87,1,1,375x667,de-DE,search,11,1,4440.0,1237.0,5,0.506,4,3,0,0
session_010024,PostmanRuntime/7.26.8,142.167.64.63,21,177,9.68,0.27,17.8,0,0,1,12.24,0,0,1024x768,,referral,16,2,973.0,469.0,13,0.968,0,0,0,1
session_010025,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,144.209.108.123,3,324,80.86,0.312,94.4,3,1,2,2.48,1,1,1536x864,pt-BR,social,8,6,7222.0,802.0,3,0.201,1,2,2,0
session_010026,PostmanRuntime/7.26.8,214.206.91.148,20,144,3.1,0.192,25.0,1,0,0,14.36,1,1,0x0,en,direct,13,4,911.0,624.0,13,0.971,0,0,0,1
session_010027,Scrapy/2.5.1,133.52.92.249,11,169,9.29,0.244,11.3,3,0,0,17.55,1,0,unknown,en,direct,10,6,146.0,746.0,11,0.881,0,0,0,1
session_010028,Scrapy/2.5.1,239.190.205.187,9,172,10.16,0.197,26.2,1,0,0,15.8,0,0,1024x768,unknown,direct,22,2,817.0,761.0,9,0.965,0,0,0,1
session_010029,PostmanRuntime/7.26.8,13.145.36.154,19,123,8.69,0.157,27.5,2,0,0,11.75,0,0,800x600,unknown,direct,19,1,532.0,827.0,14,0.943,1,0,0,1
session_010030,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,115.255.238.9,2,702,96.73,0.4,88.7,3,2,3,2.96,1,1,1366x768,pt-BR,direct,12,6,1565.0,200.0,2,0.596,4,1,2,0
session_010031,Go-http-client/1.1,240.153.238.198,8,215,2.03,0.289,17.5,2,0,0,19.11,1,0,0x0,unknown,direct,11,7,393.0,1221.0,8,0.879,1,0,0,1
session_010032,python-requests/2.25.1,232.126.106.127,12,172,5.66,0.171,22.7,1,0,0,13.94,0,0,1024x768,en,direct,1,7,246.0,898.0,10,0.828,0,0,0,1
session_010033,Scrapy/2.5.1,31.188.172.61,16,196,7.03,0.141,1.9,1,0,0,19.43,1,0,unknown,,direct,12,1,707.0,572.0,12,0.904,0,0,0,1
session_010034,Go-http-client/1.1,33.151.189.34,12,205,8.53,0.188,19.4,1,0,0,14.95,0,0,800x600,unknown,direct,4,5,345.0,668.0,12,0.948,0,0,0,1
session_010035,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,238.102.27.38,3,485,60.82,0.426,65.0,5,1,0,2.47,1,1,1920x1080,en-GB,direct,16,3,11194.0,1028.0,3,0.236,3,2,0,0
session_010036,python-requests/2.25.1,154.40.129.211,11,95,8.05,0.21,7.5,2,0,0,9.88,1,1,unknown,,search,6,4,587.0,265.0,11,0.857,0,0,0,1
session_010037,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,185.190.87.192,5,401,75.57,0.575,88.5,14,2,1,2.8,1,1,1536x864,es-ES,search,12,6,1543.0,1659.0,5,0.247,2,3,0,0
session_010038,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,33.216.75.5,4,501,40.12,0.734,63.0,11,1,1,3.28,1,1,1366x768,de-DE,search,15,1,14208.0,1067.0,4,0.268,2,2,0,0
session_010039,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,190.216.211.132,4,851,34.93,0.507,59.1,6,1,1,0.83,1,1,1366x768,es-ES,direct,18,2,14071.0,1194.0,4,0.237,4,3,0,0
session_010040,Scrapy/2.5.1,91.139.168.199,11,86,9.34,0.106,2.2,2,0,0,10.16,1,0,0x0,,direct,4,1,189.0,780.0,11,0.884,0,0,0,1
